thread,tid,sent,ManualLabel,codes,stakeholder,signal,intent,action
5620985,5620985:49,"""about SQL99: I could tell you one thousand reasons why that be true.""",o,"[""'Others'""]",,,,
5620985,5620985:50,"""And two thousand reasons, why it Take a simple select 1, which also comes in at least these flavours: select 1 from dual, select 1 from sysibm.dual, select 1 from sysibm.sysdummy1, select 1 from information_schema.system_users... Oh don't get me started :-).""",p,"[""'Others'""]",,,,
5620985,5620985:51,"""I can recommend URL_http://www.jooq.org [jOOQ] .""",p,"[""'OnlySentiment'""]",,,,
5620985,5620985:52,"""It provides a lot of great features, also a intuitive DSL for SQL and a extremly customable reverse- engineering approach.""",p,"[""'Usability'""]",,,,
5620985,5620985:53,""" jOOQ effectively combines complex SQL, typesafety, source code generation, active records, stored procedures, advanced data types, and Java in a fluent, intuitive DSL.""",o,"[""'Usability'""]",,,,
5620985,5620985:54,"""Do you use it?""",o,"[""'Others'""]",,,,
5620985,5620985:55,"""How do you find it?""",o,"[""'Others'""]",,,,
5620985,5620985:56,"""I use it to generate custom source code from DDL.""",p,"[""'Usability'""]",,,,
5620985,5620985:57,"""It's working great!.""",p,"[""'Usability'""]",,,,
5620985,5620985:58,"""Hibernate Criteria API (not plain SQL though, but very powerful and in active development): CODESNIPPET_JAVA1 .""",n,"[""'Others'""]",,,,
5620985,5620985:59,"""The problem is that it doesn't map to SQL as I understand, right?""",n,"[""'Bug'""]",,,,
5620985,5620985:60,"""this doesn't generate SQL and is a nightmare to debug when it doesn't follow the rule of least astonishment ( doesn't work as expected ).""",p,"[""'Bug'""]",,,,
5620985,5620985:61,"""It does generate SQL (at the end) and it surprises no one.""",p,"[""'OnlySentiment'""]",,,,
5620985,5620985:62,"""Benefit -- it is portable across databases.""",p,"[""'Portability'""]",,,,
5620985,5620985:63,"""+1 Upvoted again to level up.""",o,"[""'OnlySentiment'""]",,,,
5620985,5620985:64,"""I don't know why this was downvoted.""",p,"[""'OnlySentiment'""]",,,,
5620985,5620985:65,"""After all, it's become the standard way of doing this with JPA, even if it's a bit verbose...""",o,"[""'Usability'""]",,,,
5620985,5620985:66,"""What is the level of query complexity that you achieved to reach with the JPA Criteria API, without making the query utterly unreadable?""",o,"[""'Others'""]",,,,
5620985,5620985:67,"""Do you have an example of a nested select in an IN / EXISTS clause, or of a self-join using aliases for the Sale entity, etc?""",o,"[""'Others'""]",,,,
5620985,5620985:68,"""I'm curious.""",o,"[""'Others'""]",,,,
5620985,5620985:69,"""Comments do not give much space to provide the examples, but you're welcome to review them at URL_http://docs.jboss.org/hibernate/core/3.5/reference/en/html/querycriteria.html .""",o,"[""'OnlySentiment'""]",,,,
5620985,5620985:70,"""URL_http://db.apache.org/ddlutils/ [ddlutils] is my best choice: URL_http://db .apache.org/ddlutils/api/org/apache/ddlutils/platform/SqlBuilder.html [http:// db.apache.org/ddlutils/api/org/apache/ddlutils/platform/SqlBuilder.html] here is create example(groovy): CODESNIPPET_JAVA1 .""",o,"[""'Documentation'""]",,,,
660609,660609:1,"""SQL parser library for Java.""",o,"[""'Others'""]",,,,
660609,660609:2,"""Is there a good open-source Java library for parsing SQL statements?""",o,"[""'Legal'""]",,,,
660609,660609:3,"""If possible, it should be customizable or flexible enough to also be able to parse (or at least ignore) vendor-specific syntax (such as Oracle tablespace definitions or MySQL's LIMIT clause).""",o,"[""'Usability'""]",,,,
660609,660609:4,"""If not, strict adherence to the SQL standard is also fine.""",o,"[""'Usability'""]",,,,
660609,660609:5,""" I need this for two things: providing an SQL interface to a non-SQL database (mapping to internal API calls) rewriting SQL before it goes to the actual database (e.g.""",o,"[""'Others'""]",,,,
660609,660609:6,"""Oracle) .""",o,"[""'Others'""]",,,,
660609,660609:7,"""URL_http://jparsec.codehaus.org .""",o,"[""'Others'""]",,,,
660609,660609:8,"""how is this question not constructive?""",n,"[""'OnlySentiment'""]",,,,
660609,660609:9,"""what's wrong with you, Stackoverflow?""",n,"[""'OnlySentiment'""]",,,,
660609,660609:10,"""URL_http://www.antlr3.org/grammar/list.html [ANTLR] has an ANSI SQL grammar available.""",o,"[""'Others'""]",,,,
660609,660609:11,"""You can use that to create your own parser.""",o,"[""'Usability'""]",,,,
660609,660609:12,"""Why use ANTLR when you can implement your own parser generator?""",o,"[""'Usability'""]",,,,
660609,660609:13,"""Why generate your own parser generator when you can use ANTLR?""",o,"[""'Usability'""]",,,,
660609,660609:14,"""Any links to how one can use Antlr SQL Grammar to parse these queries?""",o,"[""'Usability'""]",,,,
660609,660609:15,"""I looked at the grammar of some PL/SQL Parsers as well as Lexers and Parsers but was unable to fathom how to use one.""",n,"[""'Usability'""]",,,,
660609,660609:16,"""Would appreciate any links.""",n,"[""'Documentation'""]",,,,
660609,660609:17,"""You feed the grammar to ANTLR, which spits out the lexer/parser classes that you'll then compile and run.""",o,"[""'Others'""]",,,,
660609,660609:18,"""The best source I can think of is the ANTLR reference: URL_http://www.amazon.com/Definitive-Antlr-Reference-Domain-Specific - Programmers/dp/0978739256/ref=sr_1_1?ie=UTF8&qid=1327847925&sr=8-1.""",p,"[""'Documentation'""]",,,,
660609,660609:19,"""The link [ URL_http://www.antlr.org/grammar/list](http://www.antlr.org/grammar/list ) is broken.""",n,"[""'Documentation'""]",,,,
660609,660609:20,"""Does anyone know where the sql grammar is located?""",o,"[""'Others'""]",,,,
660609,660609:21,"""We're up to ANTLR 4 now.""",o,"[""'Others'""]",,,,
660609,660609:22,"""Perhaps the old grammars don't run on the new version.""",o,"[""'Others'""]",,,,
660609,660609:23,"""URL_http://www.antlr3.org/grammar/list.html .""",o,"[""'Others'""]",,,,
660609,660609:24,"""URL_http://jsqlparser.sourceforge.net/ [JSqlParser] .""",o,"[""'Others'""]",,,,
660609,660609:25,""" If you need a parser there should be a parser in the code base of URL_http://db.apache.org/derby/ [Apache-Derby] .""",o,"[""'Others'""]",,,,
660609,660609:26,""" with vendor-specific SQL** You may want to look at the URL_http://java.sun.com/javase/6/docs/api/java/sql /Connection.html#nativeSQL%28java.lang.String%29 [.native()] method on the jdbc Connection object which you can pass it vendor neutral queries that will get postprocessed into vendor specific queries.""",o,"[""'Community'""]",,,,
660609,660609:27,"""That native() method looks interesting.""",p,"[""'OnlySentiment'""]",,,,
660609,660609:28,"""Are there any examples as to how it can be used?""",o,"[""'Documentation'""]",,,,
660609,660609:29,"""What kind of conversions are possible there?""",o,"[""'Others'""]",,,,
660609,660609:30,"""URL_http://www.sqlparser.com/sql-parser-java.php [General-SQL-Parser-for-Java] is not open source, but is exactly what you are looking after.""",p,"[""'Legal'""]",,,,
660609,660609:31,"""The best sql parser for Java +1.""",p,"[""'Usability'""]",,,,
660609,660609:32,"""Try URL_http://zql.sourceforge.net/ [Zql] .""",p,"[""'OnlySentiment'""]",,,,
660609,660609:33,"""zql is good for basic queries but when you try to parse a query that contains join statement, it blows up.""",n,"[""'Performance'""]",,,,
660609,660609:34,"""so i don't suggest it.""",n,"[""'OnlySentiment'""]",,,,
660609,660609:35,"""Hibernate uses ANTLR for sql and hql parsing.""",o,"[""'Compatibility'""]",,,,
660609,660609:36,"""JSqlParser is also a good option.although it has some bugs(or some features not implemented) while parsing oracle pl/sql.see its forum for detail.""",p,"[""'Bug'""]",,,,
660609,660609:37,"""so if you're parsing oracle pl/sql, ANTLR is recommended.""",p,"[""'Usability'""]",,,,
660609,660609:38,"""btw, anltr is under BSD.""",o,"[""'Legal'""]",,,,
660609,660609:39,"""What you want to do with the parsed SQL?""",o,"[""'Others'""]",,,,
660609,660609:40,"""I can recommend a few Java implementation of Lex/Yacc ( URL_http://byaccj.sourceforge.net/ [BYACC/J] , URL_http://www2.cs.tum.edu/projects/cup/ [Java-Cup] ) that you can use an existing SQL grammar with.""",p,"[""'Usability'""]",,,,
660609,660609:41,"""If you want to actually do something with the resulting parsed grammar, I might suggest looking at URL_http://db.apache.org/derby/ [Derby] , an open source SQL database written in Java.""",p,"[""'Legal'""]",,,,
660609,660609:42,"""Is the SQL parser used in Derby available as an independent JAR ?""",o,"[""'Others'""]",,,,
660609,660609:43,"""I don't know.""",o,"[""'Others'""]",,,,
660609,660609:44,"""I've never looked at the source for Derby.""",o,"[""'Others'""]",,,,
660609,660609:45,"""I now know the answer to this question: No, the SQL parser for Derby isn't a separate project.""",o,"[""'Others'""]",,,,
660609,660609:46,"""You will need pull it apart to use it for something other than Derby.""",o,"[""'Usability'""]",,,,
6089399,6089399:1,"""concurrent log4j.""",o,"[u""'Others'""]",,,,
6089399,6089399:2,"""I have my own logging engine which writes the logs on a separate thread with a blocking queue.""",o,"[u""'Others'""]",,,,
6089399,6089399:3,"""For the sake of using ""standard software"" I am thinking about switching to log4j.""",o,"[""'Usability'""]",,,,
6089399,6089399:4,"""I don't want my highly concurrent software to be slowed down by log commands that write everything to disk as some as the command is called.""",n,"[""'Performance'""]",,,,
6089399,6089399:5,"""Can log4j be used as a dumpster instead?""",o,"[""'Usability'""]",,,,
6089399,6089399:6,"""logj4 might not be your best bet, if you need highly concurrent logging you should go w/ just something like a concurrent linked queue (or blocking) and a dedicated polling thread.""",n,"[""'Performance'""]",,,,
6089399,6089399:7,"""Logging by default blocks hard (if you need to log for real).""",n,"[u""'Performance'""]",,,,
6089399,6089399:8,"""If you need even higher concurrency you can use a queue per thread (and still poll each queue by a separate one).""",o,"[""'Performance'""]",,,,
6089399,6089399:9,"""See URL_http://stackoverflow.com/a/13144054/603516 for some links to related log4j locking issues.""",o,"[""'Documentation'"", ""'Performance'""]",,,,
6089399,6089399:10,"""Log4j is the logging implementation on most JavaEE app-servers out there, so that's a good advert for its concurrency abilities.""",p,"[""'Performance'""]",,,,
6089399,6089399:11,"""Having said that, I have seen Log4j 1.2 deadlock under high load conditions.""",n,"[""'Performance'""]",,,,
6089399,6089399:12,"""A bit of investigation highlighted some scarily bad synchronization in the source code.""",n,"[""'Performance'""]",,,,
6089399,6089399:13,"""Apparently, this was fixed in Log4j 1.3, although development on this has slowed or stopped altogether - I get the feeling much of the source was unsalvageable.""",n,"[u""'Usability'""]",,,,
6089399,6089399:14,"""However, if you're free to choose, then you should consider URL_http://logback.qos.ch/ [Logback] instead, the spiritual successor to Log4j.""",p,"[u""'Usability'""]",,,,
6089399,6089399:15,"""It's a ground-up redesign, and is probably a better option for you.""",p,"[""'Usability'""]",,,,
6089399,6089399:16,"""Most (all) EE servers are anything but heavily concurrent, simply they are not.""",n,"[""'Performance'""]",,,,
6089399,6089399:17,"""Saying that after 2 days+night battles vs tomcat data races.""",o,"[""'Performance'""]",,,,
6089399,6089399:18,"""Note.""",o,"[""'Others'""]",,,,
6089399,6089399:19,"""as ""heavily concurrent"" I assume 32+ cores that don't get starved.""",n,"[""'Performance'""]",,,,
6089399,6089399:20,"""Check out log4j's URL_http://logging.apache.org/log4j/1.2/apidocs/org/apache/l og4j/AsyncAppender.html [asynchronous-appender] , it buffers log messages ad passes them on to appenders using a separate thread.""",o,"[u""'Others'""]",,,,
6089399,6089399:21,"""It might be that you decide the log4j async appender is not appropriate URL_http://glueclue.blogspot.com/2007/01/log4j-asyncappender-is-not- always_31.html [(here-are-some-complaints-about-it)] , you could always make your own appender.""",n,"[u""'Documentation'""]",,,,
6089399,6089399:22,"""I'd not call the impl.""",n,"[""'Usability'""]",,,,
6089399,6089399:23,"""highly concurrent at any rate.""",n,"[""'Performance'""]",,,,
6089399,6089399:24,"""It's async but not highly concurrent.""",n,"[""'Performance'""]",,,,
462566,462566:1,"""Logging using SL4J, Jakarta Commons logging, log4j for third party libraries and my own code.""",o,"[""'Others'""]",,,,
462566,462566:2,"""I have some questions about logging, more specifically about setting it up and making sure it works.""",o,"[""'Usability'""]",,,,
462566,462566:3,"""The project I'm doing will use URL_http://wicket.apache.org/ [Wicket] , URL_http://www.springsource.org/ [Spring] and URL_http://www.hibernate.org/ [Hibernate] .""",o,"[""'Usability'""]",,,,
462566,462566:4,"""I know that Wicket and Hibernate uses Simple Logging Facade for Java ( URL_http://www.slf4j.org/ [SL4J] ) and that Spring is using the URL_http://commons.apache.org/logging/ [logging-component-from-Apache-Commons] .""",o,"[""'Compatibility'""]",,,,
462566,462566:5,"""Will they co-exist happily?I thought I would use URL_http://logging.apache.org/log4j/1.2/index.html [log4j] together with both SL4J and the logging component from Apache commons, do you think that's a good idea?""",o,"[""'Compatibility'""]",,,,
462566,462566:6,"""Can I set up them all to output logging data into a common file?Or should I use separate files?Or should I store the logging messages in the database?""",o,"[""'Usability'""]",,,,
462566,462566:7,"""(I'd rather not, as I find grepping etc on text files quite convenient.""",n,"[""'Usability'""]",,,,
462566,462566:8,""") For Spring I guess I need some kind of configuration file for the Apache Commons logging component as well where I direct it to use log4j?""",o,"[""'Usability'""]",,,,
462566,462566:9,"""When I've set these up I guess to see that everything works I set the logging level to INFO as it's fairly certain that all three of the frameworks output some information in that mode?""",o,"[""'Usability'""]",,,,
462566,462566:10,"""Or is there an even better way to make sure?""",n,"[""'Others'""]",,,,
462566,462566:11,"""And my last question.""",o,"[""'Others'""]",,,,
462566,462566:12,"""In the project I'm starting, do you recommend that I use SL4J for my own logging purposes?""",o,"[""'Usability'""]",,,,
462566,462566:13,"""(I thought I would use log4j directly, but that was before I learned a little bit more about logging and a lot of respectable libraries seem to choose the path of a bridge/facade for their logging needs.""",o,"[""'Compatibility'""]",,,,
462566,462566:14,"""And if it gets us flexibility without added cost there's no reason not to do it that way.""",n,"[""'Usability'""]",,,,
462566,462566:15,""") I'm looking forward to hearing more from you about how you are doing your logging.""",o,"[""'Others'""]",,,,
462566,462566:16,"""It's a new area for me which I'm eager to improve myself in.""",n,"[""'OnlySentiment'""]",,,,
462566,462566:17,"""Well SLF4J is just a facade, like commons logging, which means they still need something else to work.""",o,"[""'Usability'""]",,,,
462566,462566:18,"""They permit library authors to not force users into having multiple logging library and configuration.""",o,"[""'Compatibility'"", ""'Usability'""]",,,,
462566,462566:19,"""Log4j and logback are regular logging libs.""",o,"[""'Others'""]",,,,
462566,462566:20,"""See URL_http://stackoverflow.com/questions/354837/whats-up-with-logging-in- java [here] for more info.""",o,"[""'Others'""]",,,,
462566,462566:21,"""SLF4J has a URL_http://www.slf4j.org/legacy.html [commons-logging-bridge] that you can use to replace the commons logging library.""",o,"[""'Usability'""]",,,,
462566,462566:22,"""I think the schema there explain the situation very well.""",n,"[""'Usability'""]",,,,
462566,462566:23,"""Now, you just need to use slf4j-logj12.jar to have commons logging and slf4j use log4j (or anything else you chose; btw, logback doesn't need an additional library to be used with slf4j) as a backing engine.""",o,"[""'Compatibility'"", ""'Usability'""]",,,,
462566,462566:24,"""You application will thus have jcl104-over-slf4j.jar (to bridge jakarta commons logging to slf4j) slf4j.jar (for hibernate and others to use slf4j) slf4j-logj12.jar (for slf4j to use log4j as a backend) log4j.jar (for your application to use.""",o,"[""'Usability'""]",,,,
462566,462566:25,"""all config will also be done here) .""",o,"[""'Others'""]",,,,
462566,462566:26,"""Remember to not confuse slf4j-xxxx.jar with xxxx-over-slf4j.jar.""",o,"[""'Others'""]",,,,
462566,462566:27,"""The former is for funneling to your desired logging framework (log4j, logback, etc), the latter is to replace the used logging framework.""",o,"[""'Others'""]",,,,
462566,462566:28,"""And using both can create a breach in the space-time fabric!.""",n,"[""'Usability'""]",,,,
462566,462566:29,"""Stop the madness.""",n,"[""'OnlySentiment'""]",,,,
462566,462566:30,"""Does anybody else think that logging has become far too complex?""",n,"[""'Usability'""]",,,,
462566,462566:31,"""I thought log4j was a terrific thing, worthy of being made a standard.""",p,"[""'Usability'""]",,,,
462566,462566:32,"""I didn't follow the JCP history closely enough to know why Sun decided to go their own way.""",o,"[""'Others'""]",,,,
462566,462566:33,"""This is ridiculous.""",n,"[""'OnlySentiment'""]",,,,
462566,462566:34,"""I use ACL + log4j.""",o,"[""'Usability'""]",,,,
462566,462566:35,"""Here is how to redirect everything to SLF4J: remove CODETERM1 from your classpath.""",o,"[""'Others'""]",,,,
462566,462566:36,"""If you are using Maven and have trouble getting rid of commons-logging, see URL_http://day-to-day-stuff.blogspot.com/2007/07/no-more-commons-logging.html [this] .""",o,"[""'Documentation'""]",,,,
462566,462566:37,""" put CODETERM2 in your classpath (it comes in the SLF4J distribution).""",o,"[""'Others'""]",,,,
462566,462566:38,"""This is a drop-in replacement that mimics JCL's classes, but calls SLF4J internally.""",o,"[""'Others'""]",,,,
462566,462566:39,"""This will take care of Spring, and any other framework that uses JCL.""",p,"[""'Usability'""]",,,,
462566,462566:40,"""Connect SLF4J to your favorite backend (Log4J, Logback...) by putting CODETERM3 in the classpath.""",p,"[""'Compatibility'""]",,,,
462566,462566:41,"""Configure the backend to log all categories to one file, and you're done.""",p,"[""'Compatibility'""]",,,,
462566,462566:42,"""As for using SLF4J in your application, it is not strictly necessary.""",o,"[""'Usability'""]",,,,
462566,462566:43,"""Libraries like JCL and SLF4J were originally designed for people who write libraries and do no want to lock their clients into a particular logging framework.""",o,"[""'Usability'""]",,,,
462566,462566:44,"""PS: by the way, JCL Jakarta Commons Logging .""",o,"[""'Others'""]",,,,
462566,462566:45,"""Thanks!""",p,"[""'OnlySentiment'""]",,,,
462566,462566:46,"""I changed to JCL in the OP.""",o,"[""'Others'""]",,,,
462566,462566:47,"""What do you mean by ""onfigure the backend to log all categories to one file""?""",o,"[""'Others'""]",,,,
462566,462566:48,"""Could you provide more details?""",o,"[""'Others'""]",,,,
462566,462566:49,"""In order to exclude commons-logging from your final build in maven use scope 'provided' instead of the 99.0-does-not-exist from Eric.""",o,"[""'Others'""]",,,,
12094564,12094564:1,"""Log4j 2.0 and SLF4J and the never ending future of java logging frameworks.""",o,"[""'Others'""]",,,,
12094564,12094564:2,"""So I just found out today that Log4J 2.0 is now actively being developed, there is an alpha version and it is said to replace logback.""",o,"[""'Community'""]",,,,
12094564,12094564:3,"""Right now in my app I have close to 4 maybe more logging frameworks: Java Util Logging log4j slf4j logback (ignored thanks to a maven provided hack) commons logging (ignored thanks to a maven provided hack) And tomcat has its own JULI adapter I have been using log4j (1.2.x) because frankly I just haven't needed the _features_ of the newer guys but I have been tempted lately to switch to SLF4J and mainly I don't want to have rewrite my complicated log4j configurations files to a new format** (logback).""",o,"[""'Usability'""]",,,,
12094564,12094564:4,"""Now my question is in terms of what I should code against is SLF4J the right choice for the future given log4j 2.0.""",o,"[""'Others'""]",,,,
12094564,12094564:5,"""_It seems like I should just stick with old log4j ( CODETERM1 ) as it is the lowest common denominator?_ on further examination of log4j 2.0 while very similar it appears the configuration is not backward compatible with log4j 1.2.""",o,"[""'Others'""]",,,,
12094564,12094564:6,"""Looks like logback is the best choice.""",p,"[""'OnlySentiment'""]",,,,
12094564,12094564:7,"""For some projects we put together, logging framework was more driven by the open source frameworks we were using.""",p,"[""'Compatibility'""]",,,,
12094564,12094564:8,"""But it is a state of preference.""",o,"[""'Others'""]",,,,
12094564,12094564:9,"""Yes I have done similar likewise but good ole log4j is almost in every project except for really really new projects and its the only one I can remember how to configure.""",p,"[""'Usability'""]",,,,
12094564,12094564:10,"""The big annoyance in switching is actually the configuration and supported appenders.""",p,"[""'Usability'""]",,,,
12094564,12094564:11,"""Code with SLF4J, and choose backend at runtime.""",o,"[""'Others'""]",,,,
12094564,12094564:12,"""Changing logging backend is not a problem if you are using SLF4J Api.""",p,"[""'Usability'""]",,,,
12094564,12094564:13,""" I am the founder of log4j, slf4j and logback projects but unaffiliated with log4j 2.0.""",o,"[""'Others'""]",,,,
12094564,12094564:14,"""As I understand it, notwithstanding its name, log4j 2.0 is very different than log4j 1.x.""",o,"[""'Others'""]",,,,
12094564,12094564:15,"""As far as the user API is concerned, log4j 2.0 is largely incompatible with log4j 1.x.""",n,"[""'Compatibility'""]",,,,
12094564,12094564:16,"""Log4j 2.0 provides an adaptation layer for log4j 1.x which at present time (2012-08) is URL_http://logging.apache.org/log4j/2.x/log4j12-api/api.html [CODETERM1] .""",p,"[""'Compatibility'""]",,,,
12094564,12094564:17,"""I guess I was hoping for a grand unification of logging (GUL) but I guess like physics (GUT) that isn't going to happen anytime soon :).""",n,"[""'Usability'""]",,,,
12094564,12094564:18,"""BTW thanks for log4j (original).""",n,"[""'OnlySentiment'""]",,,,
12094564,12094564:19,"""My interest in log4j 2.0 (over logback) is not having to switch configuration to the new logback style (IMHO its easier to refactor to SLF4J) than change the config of 10 or so projects.""",o,"[""'Usability'""]",,,,
12094564,12094564:20,"""Are you familiar with the log4j.properties translator?""",o,"[""'Others'""]",,,,
12094564,12094564:21,"""It can greatly help in migrating log4j.properties to logback.xml.""",o,"[""'Usability'""]",,,,
12094564,12094564:22,"""Try it out URL_http://logback.qos.ch/translator/ .""",o,"[""'Usability'""]",,,,
12094564,12094564:23,"""I think I vaguely remember seeing that in the logback project but I need one for the XML format.""",o,"[""'Others'""]",,,,
12094564,12094564:24,"""I should enhance the translator to deal with log4j.xml as well.""",o,"[""'Others'""]",,,,
12094564,12094564:25,"""(I should probably ask this as a separate Q.""",o,"[""'Others'""]",,,,
12094564,12094564:26,""") but how can I programmatical-ly turn off or change the threshold of a specific appender during runtime?""",o,"[""'Others'""]",,,,
12094564,12094564:27,"""My old code: AsyncAppender appender (AsyncAppender) LogManager.getRootLogger().getAppender(""async"");AppenderSkeleton mailAppender (AppenderSkeleton) appender.getAppender(""mail"");.""",o,"[""'Others'""]",,,,
12094564,12094564:28,"""NM I'll file separate question and for now look at: URL_http://mailman.qos.ch/pipermail/logback-user/2007-May/000209.html .""",o,"[""'Others'""]",,,,
12094564,12094564:29,"""I could whip up some XSLT to translate log4j.xml to logback.xml.""",o,"[""'Others'""]",,,,
12094564,12094564:30,"""The Log4J2 website reports that there is an adapter for SLF4J, so if you write your code to SLF4J you can switch to Log4J, Log4J2, and Logback whenever you want.""",o,"[""'Others'""]",,,,
12094564,12094564:31,"""Here's the bridge: URL_http://logging.apache.org/log4j/2.x/log4j-slf4j - impl/.""",o,"[""'Others'""]",,,,
12094564,12094564:32,"""It's a subjective question.""",o,"[""'Others'""]",,,,
12094564,12094564:33,"""I'd suggest using slf4j, since it can use log4j as a backend if that's what you need.""",p,"[""'Usability'""]",,,,
12094564,12094564:34,"""You're likely to be using a number of components which may all use different logging APIs.""",o,"[""'Usability'""]",,,,
12094564,12094564:35,"""It's good to be able to consolidate the output via those APIs into a single output route.""",p,"[""'Usability'""]",,,,
12094564,12094564:36,"""Yes I think slf4j is what I'll go with.""",p,"[""'Usability'""]",,,,
12094564,12094564:37,"""I got confused between facade and impl.""",o,"[""'Usability'""]",,,,
12094564,12094564:38,"""Log4j 2.0 is not a facade and does not advertise to be one.""",o,"[""'Usability'""]",,,,
12094564,12094564:39,"""I would also recommend to use [jcabi-log]( URL_http://www.jcabi.com/jcabi-log /) as a convenient static wrapper of slf4j.""",p,"[""'Usability'""]",,,,
354837,354837:1,"""What's Up with Logging in Java?""",o,"[""'Others'""]",,,,
354837,354837:2,"""Why one would use one of the following packages instead of the other?""",o,"[""'Usability'""]",,,,
354837,354837:3,""" Java Logging Commons Logging Log4j SLF4j Logback .""",o,"[""'Others'""]",,,,
354837,354837:4,"""You might want to URL_http://stackoverflow.com/questions/873051 /, which compares SLF4j to Commons Logging.""",o,"[""'Others'""]",,,,
354837,354837:5,"""Why the hell has Ceki created 3 logging frameworks!!!""",o,"[""'Usability'""]",,,,
354837,354837:6,"""thats madness...""",n,"[""'OnlySentiment'""]",,,,
354837,354837:7,"""@mP.""",o,"[""'Others'""]",,,,
354837,354837:8,"""- log4j was the first, then disagreement arose, and slf4j+logback was written.""",p,"[""'Usability'""]",,,,
354837,354837:9,"""slf4j is the _API_ and logback the implementation of the API.""",o,"[""'Others'""]",,,,
354837,354837:10,"""Regardless of everything else, slf4j is extremely useful.""",p,"[""'Usability'""]",,,,
354837,354837:11,"""For details on why Ceki Glc did create SLF4J+Logback see the following Devoxx talk: URL_http://www.parleys.com /#st=5&id=1701.""",o,"[""'Others'""]",,,,
354837,354837:12,"""In chronological order of api apperance (as far as I know): Log4j because most everybody uses it (in my experience) Commons Logging because open source projects use it (so they can integrate with whatever logging framework is used in the integrated solution); especially valid if you're an API/Framework/OSS and you rely on other packages that use Commons Logging.""",p,"[""'Compatibility'"", ""'Usability'""]",,,,
354837,354837:13,""" Commons Logging because you don't want to ""lock down"" to a particular logging framework (so instead you lock down to what Commons Logging gives you instead) - I don't think it is sensible to decide using this point as the reason.""",o,"[""'Usability'""]",,,,
354837,354837:14,""" Java logging because you don't want to add in an extra jar.""",o,"[""'Usability'""]",,,,
354837,354837:15,""" SLF4j because it's newer than Commons Logging and provides parameterized logging: CODESNIPPET_JAVA1 .""",p,"[""'Usability'""]",,,,
354837,354837:16,""" Logback because it's newer than log4j and again, supports parameterized logging, as it implements SLF4j directly SLF4j/Logback because it's written by the same guy who did log4j, so he's made it better (according to URL_http://stackoverflow.com/questions/354837/whats-up-with-logging-in-java#356038 [Ken-G] - thanks.""",o,"[""'Usability'""]",,,,
354837,354837:17,"""It seems to fit when looking at URL_http://www.slf4j.org/news.html [their-earlier-news-posts] ) SLF4j because they also publish a log4j adapter so you don't have to ""switch out"" log4j in older code - just make log4j.properties use SLF4j and it's configuration .""",o,"[""'Usability'""]",,,,
354837,354837:18,"""As far as I can tell the idea behind commons logging is that it should be used in libraries.""",o,"[""'Usability'""]",,,,
354837,354837:19,"""This way the library can always use the same logging framework (via commons logging) that the hosting application uses.""",o,"[""'Usability'""]",,,,
354837,354837:20,"""Thanks heaps to Loki for the question.""",n,"[""'OnlySentiment'""]",,,,
354837,354837:21,"""I now know that I'm not going to be using log4j as my default framework any more.""",n,"[""'Usability'""]",,,,
354837,354837:22,"""SLF4j FTW!Also thanks to Ken G for pointing out that SLF4j is written by the same guy as log4j.""",p,"[""'Others'""]",,,,
354837,354837:23,"""The comment in your code example isn't 100% correct.The actual formatting of the message is performed lazily by Logback so it will only happen if the event is really handled by an appender the appender requires the formatted message - which wouldn't happen in case of e.g.""",o,"[""'Usability'""]",,,,
354837,354837:24,"""an SocketAppender since the event is serialized using the unchanged message pattern + the arguments as Strings.I guess it just depends how you define ""effectively"" though.""",o,"[""'Others'""]",,,,
354837,354837:25,"""It would certainly emit the same message (at least if entry and object are the same ;)) so please forgive my nitpicking.""",p,"[""'Usability'""]",,,,
354837,354837:26,"""SLF4J actually is just an API that sits on top of other logging frameworks.""",o,"[""'Usability'""]",,,,
354837,354837:27,"""Similar to the goal of Commons Logging, but more intuitive from my experience.""",p,"[""'Usability'""]",,,,
354837,354837:28,"""I find logging in Java to be confusing, inconsistent, poorly documented, and especially haphazard.""",n,"[""'Usability'""]",,,,
354837,354837:29,"""Moreover, there is a huge amount of similarity between these logging frameworks resulting in duplication of effort, and confusion as to what logging environment you are actually in.""",o,"[""'Usability'""]",,,,
354837,354837:30,"""In particular, if you are working in a serious Java web application stack, you are often in _multiple_ logging environments at one time; (e.g hibernate may use log4j, and tomcat java.util.logging).""",o,"[""'Usability'""]",,,,
354837,354837:31,"""Apache commons is meant to bridge different logging frameworks, but really just adds more complexity.""",o,"[""'Usability'""]",,,,
354837,354837:32,"""If you do not know this ahead of time, it is utterly bewildering.""",n,"[""'Usability'""]",,,,
354837,354837:33,"""Why are my log messages not printing out to the console, etc.?""",n,"[""'Usability'""]",,,,
354837,354837:34,"""Ohh because I am looking at the Tomcat logs, and not log4j.""",o,"[""'Others'""]",,,,
354837,354837:35,"""Adding yet another layer of complexity, the application server may have global logging configurations that may not recognize local configurations for a particular web application.""",n,"[""'Usability'""]",,,,
354837,354837:36,"""Lastly, all these logging frameworks are WAY TOO COMPLICATED.""",n,"[""'Usability'""]",,,,
354837,354837:37,"""Logging in Java has been a disorganized mess leaving developers like me frustrated and confused.""",n,"[""'Usability'""]",,,,
